Year,Month,Day,Hour,heat_consumption
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
2017,May,21,5,0
