Year,Month,Day,Hour,air_temp
2017,February,7,13,7.99
2017,February,7,14,7.8
2017,February,7,15,7.44
2017,February,7,16,6.24
2017,February,7,17,4.7
2017,February,7,18,3.89
2017,February,7,19,3.38
2017,February,7,20,3.61
2017,February,7,21,3.83
2017,February,7,22,3.85
2017,February,7,23,3.46
2017,February,8,0,3.21
2017,February,8,1,3.47
2017,February,8,2,3.31
2017,February,8,3,2.63
2017,February,8,4,2.34
2017,February,8,5,2.02
2017,February,8,6,2.64
2017,February,8,7,3.41
2017,February,8,8,3.8
2017,February,8,9,4.71
2017,February,8,10,4.63
2017,February,8,11,4.26
2017,February,8,12,5
2017,February,8,13,4.51
2017,February,8,14,4.41
2017,February,8,15,3.94
2017,February,8,16,3.73
2017,February,8,17,3.17
2017,February,8,18,2.03
2017,February,8,19,1.02
2017,February,8,20,0.45
2017,February,8,21,1.16
2017,February,8,22,0.9
2017,February,8,23,0.54
2017,February,9,0,0.8
2017,February,9,1,0.8
2017,February,9,2,0.63
2017,February,9,3,0.74
2017,February,9,4,1.05
2017,February,9,5,1.13
2017,February,9,6,1.18
2017,February,9,7,0.9
2017,February,9,8,1.15
2017,February,9,9,1.29
2017,February,9,10,1.74
2017,February,9,11,1.99
2017,February,9,12,2.25
2017,February,9,13,2.52
2017,February,9,14,2.33
2017,February,9,15,2.05
2017,February,9,16,1.87
2017,February,9,17,1.65
2017,February,9,18,1.59
2017,February,9,19,1.61
2017,February,9,20,1.5
2017,February,9,21,1.25
2017,February,9,22,1.05
2017,February,9,23,0.84
2017,February,10,0,1.21
2017,February,10,1,1.06
2017,February,10,2,1.25
2017,February,10,3,1.15
2017,February,10,4,1.15
2017,February,10,5,1.16
2017,February,10,6,1.17
2017,February,10,7,1.14
2017,February,10,8,1.19
2017,February,10,9,1.46
2017,February,10,10,2.17
2017,February,10,11,2.81
2017,February,10,12,3.02
2017,February,10,13,3.41
2017,February,10,14,2.98
2017,February,10,15,2.69
2017,February,10,16,2.44
2017,February,10,17,2.02
2017,February,10,18,1.74
2017,February,10,19,1.47
2017,February,10,20,1.11
2017,February,10,21,0.6
2017,February,10,22,0.7
2017,February,10,23,1.02
2017,February,11,0,0.92
2017,February,11,1,0.77
2017,February,11,2,1.09
2017,February,11,3,1.13
2017,February,11,4,1.27
2017,February,11,5,1.56
2017,February,11,6,1.79
2017,February,11,7,1.94
2017,February,11,8,2.19
2017,February,11,9,2.61
2017,February,11,10,3.29
2017,February,11,11,3.91
2017,February,11,12,4.22
2017,February,11,13,4.26
2017,February,11,14,4.21
2017,February,11,15,4.04
2017,February,11,16,4
2017,February,11,17,3.76
2017,February,11,18,3.55
2017,February,11,19,3.55
2017,February,11,20,3.79
2017,February,11,21,3.95
2017,February,11,22,3.55
2017,February,11,23,3.42
2017,February,12,0,3.39
2017,February,12,1,3.21
2017,February,12,2,2.82
2017,February,12,3,2.77
2017,February,12,4,2.51
2017,February,12,5,2.34
2017,February,12,6,2.43
2017,February,12,7,2.25
2017,February,12,8,2.21
2017,February,12,9,2.55
2017,February,12,10,2.93
2017,February,12,11,3.19
2017,February,12,12,3.48
2017,February,12,13,3.43
2017,February,12,14,3.28
2017,February,12,15,2.82
2017,February,12,16,3.01
2017,February,12,17,3.24
2017,February,12,18,3.26
2017,February,12,19,3.34
2017,February,12,20,3.49
2017,February,12,21,3.5
2017,February,12,22,3.37
2017,February,12,23,3.56
2017,February,13,0,3.54
2017,February,13,1,3.61
2017,February,13,2,3.38
2017,February,13,3,3.34
2017,February,13,4,3.35
2017,February,13,5,3.54
2017,February,13,6,3.75
2017,February,13,7,3.84
2017,February,13,8,4.13
2017,February,13,9,4.93
2017,February,13,10,5.23
2017,February,13,11,5.88
2017,February,13,12,6.88
2017,February,13,13,7.67
2017,February,13,14,8.31
2017,February,13,15,8.1
2017,February,13,16,7.03
2017,February,13,17,6.04
2017,February,13,18,4.87
2017,February,13,19,4.42
2017,February,13,20,4.39
2017,February,13,21,4.32
2017,February,13,22,4.18
2017,February,13,23,4.05
2017,February,14,0,4.16
2017,February,14,1,4.22
2017,February,14,2,4.16
2017,February,14,3,3.98
2017,February,14,4,3.8
2017,February,14,5,3.59
2017,February,14,6,3.34
2017,February,14,7,3.16
2017,February,14,8,3.26
2017,February,14,9,3.95
2017,February,14,10,4.9
2017,February,14,11,4.99
2017,February,14,12,6.13
2017,February,14,13,7.11
2017,February,14,14,7.08
2017,February,14,15,7.11
2017,February,14,16,7.14
2017,February,14,17,6.84
2017,February,14,18,7.1
2017,February,14,19,7.42
2017,February,14,20,7.13
2017,February,14,21,7.37
2017,February,14,22,7.46
2017,February,14,23,8.03
2017,February,15,0,7.93
2017,February,15,1,8.03
2017,February,15,2,8
2017,February,15,3,7.71
2017,February,15,4,7.27
2017,February,15,5,7.66
2017,February,15,6,7.42
2017,February,15,7,7.18
2017,February,15,8,8.07
2017,February,15,9,8.74
2017,February,15,10,9.53
2017,February,15,11,9.55
2017,February,15,12,10.23
2017,February,15,13,10.16
2017,February,15,14,9.65
2017,February,15,15,9.62
2017,February,15,16,9.42
2017,February,15,17,8.89
2017,February,15,18,8.63
2017,February,15,19,8.82
2017,February,15,20,8.75
2017,February,15,21,8.55
2017,February,15,22,8.41
2017,February,15,23,7.86
2017,February,16,0,7.54
2017,February,16,1,7.19
2017,February,16,2,6.99
2017,February,16,3,6.86
2017,February,16,4,6.89
2017,February,16,5,6.67
2017,February,16,6,6.71
2017,February,16,7,6.68
2017,February,16,8,6.92
2017,February,16,9,7.21
2017,February,16,10,8.03
2017,February,16,11,8.16
2017,February,16,12,7.66
2017,February,16,13,7.63
2017,February,16,14,7.6
2017,February,16,15,7.6
2017,February,16,16,7.5
2017,February,16,17,7.38
2017,February,16,18,7.24
2017,February,16,19,7.35
2017,February,16,20,7.47
2017,February,16,21,7.33
2017,February,16,22,7.12
2017,February,16,23,7.05
2017,February,17,0,7.09
2017,February,17,1,7.02
2017,February,17,2,7.05
2017,February,17,3,6.95
2017,February,17,4,6.94
2017,February,17,5,7.07
2017,February,17,6,7.19
2017,February,17,7,7.38
2017,February,17,8,7.51
2017,February,17,9,7.79
2017,February,17,10,8.11
2017,February,17,11,8.4
2017,February,17,12,9.02
2017,February,17,13,9.81
2017,February,17,14,10.28
2017,February,17,15,10.43
2017,February,17,16,10.12
2017,February,17,17,9.63
2017,February,17,18,9.33
2017,February,17,19,9.66
2017,February,17,20,9.73
2017,February,17,21,9.55
2017,February,17,22,9.51
2017,February,17,23,9.39
2017,February,18,0,9.12
2017,February,18,1,9.24
2017,February,18,2,9.47
2017,February,18,3,9.08
2017,February,18,4,8.91
2017,February,18,5,8.7
2017,February,18,6,8.27
2017,February,18,7,8.07
2017,February,18,8,8.03
2017,February,18,9,8.19
2017,February,18,10,8.43
2017,February,18,11,8.91
2017,February,18,12,9.09
2017,February,18,13,9.5
2017,February,18,14,9.37
2017,February,18,15,9.72
2017,February,18,16,9.47
2017,February,18,17,8.97
2017,February,18,18,9
2017,February,18,19,8.62
2017,February,18,20,7.95
2017,February,18,21,8.07
2017,February,18,22,8.19
2017,February,18,23,7.99
2017,February,19,0,7.58
2017,February,19,1,7.42
2017,February,19,2,7.54
2017,February,19,3,7.4
2017,February,19,4,7.34
2017,February,19,5,7.48
2017,February,19,6,7.18
2017,February,19,7,7.07
2017,February,19,8,7.19
2017,February,19,9,7.31
2017,February,19,10,7.3
2017,February,19,11,7.43
2017,February,19,12,7.65
2017,February,19,13,7.84
2017,February,19,14,7.88
2017,February,19,15,7.79
2017,February,19,16,7.82
2017,February,19,17,7.9
2017,February,19,18,8.04
2017,February,19,19,8.29
2017,February,19,20,8.3
2017,February,19,21,8.25
2017,February,19,22,8.33
2017,February,19,23,8.51
2017,February,20,0,8.48
2017,February,20,1,8.38
2017,February,20,2,8.47
2017,February,20,3,8.31
2017,February,20,4,8.38
2017,February,20,5,8.43
2017,February,20,6,8.46
2017,February,20,7,8.15
2017,February,20,8,8.51
2017,February,20,9,8.82
2017,February,20,10,8.81
2017,February,20,11,9.26
2017,February,20,12,9.35
2017,February,20,13,9.08
2017,February,20,14,8.99
2017,February,20,15,8.56
2017,February,20,16,8.68
2017,February,20,17,8.55
2017,February,20,18,7.72
2017,February,20,19,7.98
2017,February,20,20,8
2017,February,20,21,7.87
2017,February,20,22,7.99
2017,February,20,23,7.92
2017,February,21,0,8.01
2017,February,21,1,7.66
2017,February,21,2,7.16
2017,February,21,3,6.47
2017,February,21,4,7.12
2017,February,21,5,6.99
2017,February,21,6,6.61
2017,February,21,7,6.27
2017,February,21,8,5.64
2017,February,21,9,6.36
2017,February,21,10,7.2
2017,February,21,11,8.17
2017,February,21,12,8.88
2017,February,21,13,8.72
2017,February,21,14,9.42
2017,February,21,15,9.71
2017,February,21,16,9.7
2017,February,21,17,9.85
2017,February,21,18,10.04
2017,February,21,19,9.85
2017,February,21,20,9.93
2017,February,21,21,9.3
2017,February,21,22,9.24
2017,February,21,23,9.38
2017,February,22,0,9.34
2017,February,22,1,9
2017,February,22,2,7.39
2017,February,22,3,6.74
2017,February,22,4,6.92
2017,February,22,5,7.19
2017,February,22,6,7.02
2017,February,22,7,7.02
2017,February,22,8,7.26
2017,February,22,9,7.18
2017,February,22,10,7.43
2017,February,22,11,7.67
2017,February,22,12,7.89
2017,February,22,13,7.93
2017,February,22,14,7.86
2017,February,22,15,7.69
2017,February,22,16,7.49
2017,February,22,17,7.09
2017,February,22,18,6.62
2017,February,22,19,6.57
2017,February,22,20,6.64
2017,February,22,21,6.85
2017,February,22,22,6.6
2017,February,22,23,6.3
2017,February,23,0,5.87
2017,February,23,1,6.51
2017,February,23,2,7.2
2017,February,23,3,8.17
2017,February,23,4,8.63
2017,February,23,5,8.82
2017,February,23,6,8.07
2017,February,23,7,7.47
2017,February,23,8,5.33
2017,February,23,9,5.36
2017,February,23,10,5.74
2017,February,23,11,5.71
2017,February,23,12,4.52
2017,February,23,13,4.75
2017,February,23,14,5.79
2017,February,23,15,5.25
2017,February,23,16,4.97
2017,February,23,17,4.86
2017,February,23,18,4.27
2017,February,23,19,4.16
2017,February,23,20,4.24
2017,February,23,21,4.34
2017,February,23,22,4.4
2017,February,23,23,4.43
2017,February,24,0,4.59
2017,February,24,1,3.61
2017,February,24,2,3.66
2017,February,24,3,3.33
2017,February,24,4,3.7
2017,February,24,5,3.46
2017,February,24,6,3.36
2017,February,24,7,3.26
2017,February,24,8,3.73
2017,February,24,9,4.84
2017,February,24,10,5.71
2017,February,24,11,5.72
2017,February,24,12,6.65
2017,February,24,13,6.7
2017,February,24,14,6.58
2017,February,24,15,6.48
2017,February,24,16,6.35
2017,February,24,17,5.97
2017,February,24,18,5.53
2017,February,24,19,5.38
2017,February,24,20,5.55
2017,February,24,21,5.73
2017,February,24,22,5.5
2017,February,24,23,5.52
2017,February,25,0,5.13
2017,February,25,1,5.46
2017,February,25,2,5.65
2017,February,25,3,5.97
2017,February,25,4,6.41
2017,February,25,5,7.11
2017,February,25,6,7.68
2017,February,25,7,7.93
2017,February,25,8,7.58
2017,February,25,9,7.55
2017,February,25,10,7.85
2017,February,25,11,8.21
2017,February,25,12,8.8
2017,February,25,13,9.26
2017,February,25,14,9.08
2017,February,25,15,9.09
2017,February,25,16,9
2017,February,25,17,9.11
2017,February,25,18,8.96
2017,February,25,19,8.84
2017,February,25,20,8.68
2017,February,25,21,8.32
2017,February,25,22,7.56
2017,February,25,23,7.18
2017,February,26,0,6.65
2017,February,26,1,6.46
2017,February,26,2,6.53
2017,February,26,3,6.82
2017,February,26,4,6.93
2017,February,26,5,6.92
2017,February,26,6,7.01
2017,February,26,7,7.12
2017,February,26,8,7.25
2017,February,26,9,7.95
2017,February,26,10,8.68
2017,February,26,11,8.43
2017,February,26,12,8.97
2017,February,26,13,9.5
2017,February,26,14,9.89
2017,February,26,15,9.89
2017,February,26,16,10.02
2017,February,26,17,9.51
2017,February,26,18,7.84
2017,February,26,19,6.88
2017,February,26,20,6.16
2017,February,26,21,6.37
2017,February,26,22,6.23
2017,February,26,23,5.47
2017,February,27,0,5.13
2017,February,27,1,5.31
2017,February,27,2,4.49
2017,February,27,3,4.58
2017,February,27,4,4.07
2017,February,27,5,4.31
2017,February,27,6,4.57
2017,February,27,7,4.28
2017,February,27,8,4.64
2017,February,27,9,4.93
2017,February,27,10,5.01
2017,February,27,11,5.42
2017,February,27,12,5.71
2017,February,27,13,5.69
2017,February,27,14,5.32
2017,February,27,15,5.19
2017,February,27,16,4.76
2017,February,27,17,4.82
2017,February,27,18,3.26
2017,February,27,19,2.83
2017,February,27,20,2.4
2017,February,27,21,2.26
2017,February,27,22,1.45
2017,February,27,23,0.88
2017,February,28,0,0.71
2017,February,28,1,0.66
2017,February,28,2,0.76
2017,February,28,3,0.82
2017,February,28,4,0.87
2017,February,28,5,0.33
2017,February,28,6,1.06
2017,February,28,7,1.19
2017,February,28,8,1.25
2017,February,28,9,2.2
2017,February,28,10,3.77
2017,February,28,11,5.03
2017,February,28,12,4.4
2017,February,28,13,4
2017,February,28,14,3.81
2017,February,28,15,4.34
2017,February,28,16,4.52
2017,February,28,17,4.61
2017,February,28,18,4.39
2017,February,28,19,4.09
2017,February,28,20,3.87
2017,February,28,21,3.27
2017,February,28,22,3.5
2017,February,28,23,3.21
2017,March,1,0,2.86
2017,March,1,1,2.86
2017,March,1,2,2.96
2017,March,1,3,2.87
2017,March,1,4,3.27
2017,March,1,5,2.9
2017,March,1,6,2.56
2017,March,1,7,2.17
2017,March,1,8,3.09
2017,March,1,9,4.36
2017,March,1,10,5.21
2017,March,1,11,5.23
2017,March,1,12,6.03
2017,March,1,13,7.06
2017,March,1,14,7.11
2017,March,1,15,7.02
2017,March,1,16,6.68
2017,March,1,17,5.87
2017,March,1,18,5.14
2017,March,1,19,4.73
2017,March,1,20,4.07
2017,March,1,21,3.67
2017,March,1,22,4.21
2017,March,1,23,4
2017,March,2,0,3.57
2017,March,2,1,3.54
2017,March,2,2,4.03
2017,March,2,3,4.11
2017,March,2,4,4.08
2017,March,2,5,4.2
2017,March,2,6,4.24
2017,March,2,7,4.23
2017,March,2,8,4.86
2017,March,2,9,5.54
2017,March,2,10,6.29
2017,March,2,11,6.41
2017,March,2,12,6.62
2017,March,2,13,6.15
2017,March,2,14,6.52
2017,March,2,15,6.75
2017,March,2,16,6.54
2017,March,2,17,6.28
2017,March,2,18,5.83
2017,March,2,19,5.33
2017,March,2,20,5.51
2017,March,2,21,5.89
2017,March,2,22,6.01
2017,March,2,23,5.92
2017,March,3,0,5.89
2017,March,3,1,5.56
2017,March,3,2,5.41
2017,March,3,3,5.55
2017,March,3,4,5.46
2017,March,3,5,5.5
2017,March,3,6,5.76
2017,March,3,7,5.62
2017,March,3,8,6.14
2017,March,3,9,6.36
2017,March,3,10,6.67
2017,March,3,11,6.79
2017,March,3,12,6.55
2017,March,3,13,5.99
2017,March,3,14,5.83
2017,March,3,15,5.28
2017,March,3,16,4.95
2017,March,3,17,5.06
2017,March,3,18,5.24
2017,March,3,19,5.62
2017,March,3,20,5.94
2017,March,3,21,5.82
2017,March,3,22,6.22
2017,March,3,23,6.73
2017,March,4,0,6.84
2017,March,4,1,7.43
2017,March,4,2,7.58
2017,March,4,3,7.78
2017,March,4,4,7.97
2017,March,4,5,7.18
2017,March,4,6,6.58
2017,March,4,7,6.26
2017,March,4,8,6.62
2017,March,4,9,7.51
2017,March,4,10,7.76
2017,March,4,11,8.76
2017,March,4,12,9.35
2017,March,4,13,9.5
2017,March,4,14,9.45
2017,March,4,15,9.24
2017,March,4,16,8.67
2017,March,4,17,8.17
2017,March,4,18,6.57
2017,March,4,19,6
2017,March,4,20,6.09
2017,March,4,21,5.78
2017,March,4,22,5.44
2017,March,4,23,5.72
2017,March,5,0,5.63
2017,March,5,1,5.64
2017,March,5,2,5.35
2017,March,5,3,4.97
2017,March,5,4,5.15
2017,March,5,5,4.95
2017,March,5,6,4.18
2017,March,5,7,4.12
2017,March,5,8,5.24
2017,March,5,9,5.87
2017,March,5,10,6.48
2017,March,5,11,6.4
2017,March,5,12,6.37
2017,March,5,13,6.5
2017,March,5,14,6.68
2017,March,5,15,6.88
2017,March,5,16,7.2
2017,March,5,17,6.61
2017,March,5,18,6.58
2017,March,5,19,6.01
2017,March,5,20,5.45
2017,March,5,21,5.62
2017,March,5,22,5.79
2017,March,5,23,5.57
2017,March,6,0,5.81
2017,March,6,1,5.72
2017,March,6,2,5.08
2017,March,6,3,5.18
2017,March,6,4,5.11
2017,March,6,5,4.76
2017,March,6,6,4.01
2017,March,6,7,4.12
2017,March,6,8,5.24
2017,March,6,9,6.48
2017,March,6,10,7.1
2017,March,6,11,7
2017,March,6,12,7.47
2017,March,6,13,8.21
2017,March,6,14,8.13
2017,March,6,15,8.24
2017,March,6,16,7.76
2017,March,6,17,6.44
2017,March,6,18,5.76
2017,March,6,19,5.39
2017,March,6,20,4.9
2017,March,6,21,5.53
2017,March,6,22,5.95
2017,March,6,23,5.5
2017,March,7,0,5.16
2017,March,7,1,4.72
2017,March,7,2,4.23
2017,March,7,3,4.92
2017,March,7,4,4.98
2017,March,7,5,4.46
2017,March,7,6,4.26
2017,March,7,7,4.11
2017,March,7,8,5.1
2017,March,7,9,5.44
2017,March,7,10,6.31
2017,March,7,11,6.69
2017,March,7,12,7.18
2017,March,7,13,7.57
2017,March,7,14,7.42
2017,March,7,15,7.62
2017,March,7,16,7.78
2017,March,7,17,7.54
2017,March,7,18,7.5
2017,March,7,19,7.67
2017,March,7,20,7.56
2017,March,7,21,7.21
2017,March,7,22,6.5
2017,March,7,23,6.51
2017,March,8,0,6.71
2017,March,8,1,7.01
2017,March,8,2,7.53
2017,March,8,3,8.64
2017,March,8,4,7.95
2017,March,8,5,7.09
2017,March,8,6,6.45
2017,March,8,7,6.43
2017,March,8,8,6.92
2017,March,8,9,7.42
2017,March,8,10,7.88
2017,March,8,11,8.56
2017,March,8,12,8.84
2017,March,8,13,9.08
2017,March,8,14,9.87
2017,March,8,15,9.98
2017,March,8,16,9.87
2017,March,8,17,9.33
2017,March,8,18,8.19
2017,March,8,19,7.47
2017,March,8,20,7.87
2017,March,8,21,7.03
2017,March,8,22,6.32
2017,March,8,23,6.15
2017,March,9,0,6.42
2017,March,9,1,6.96
2017,March,9,2,7.53
2017,March,9,3,7.7
2017,March,9,4,7.67
2017,March,9,5,7.87
2017,March,9,6,7.65
2017,March,9,7,7.64
2017,March,9,8,7.85
2017,March,9,9,8.09
2017,March,9,10,8.53
2017,March,9,11,8.82
2017,March,9,12,8.87
2017,March,9,13,9.17
2017,March,9,14,8.86
2017,March,9,15,9.02
2017,March,9,16,8.78
2017,March,9,17,7.69
2017,March,9,18,6.57
2017,March,9,19,6.01
2017,March,9,20,5.95
2017,March,9,21,5.83
2017,March,9,22,5.6
2017,March,9,23,5.19
2017,March,10,0,5.39
2017,March,10,1,5.64
2017,March,10,2,6.31
2017,March,10,3,6.35
2017,March,10,4,7.59
2017,March,10,5,8.23
2017,March,10,6,8.05
2017,March,10,7,6.7
2017,March,10,8,7.26
2017,March,10,9,7.61
2017,March,10,10,8.9
2017,March,10,11,9.84
2017,March,10,12,10.31
2017,March,10,13,10.3
2017,March,10,14,10.11
2017,March,10,15,10.42
2017,March,10,16,10.61
2017,March,10,17,10.29
2017,March,10,18,9.38
2017,March,10,19,10.1
2017,March,10,20,10.35
2017,March,10,21,10.62
2017,March,10,22,10.57
2017,March,10,23,10.47
2017,March,11,0,9.92
2017,March,11,1,9.6
2017,March,11,2,9.15
2017,March,11,3,8.55
2017,March,11,4,8.57
2017,March,11,5,8.49
2017,March,11,6,8.86
2017,March,11,7,8.95
2017,March,11,8,8.92
2017,March,11,9,9.12
2017,March,11,10,9.48
2017,March,11,11,9.93
2017,March,11,12,10.42
2017,March,11,13,10.59
2017,March,11,14,10.78
2017,March,11,15,10.74
2017,March,11,16,10.95
2017,March,11,17,10.96
2017,March,11,18,10.62
2017,March,11,19,10.59
2017,March,11,20,10.65
2017,March,11,21,10.65
2017,March,11,22,10.17
2017,March,11,23,9.8
2017,March,12,0,9.59
2017,March,12,1,9.48
2017,March,12,2,9.58
2017,March,12,3,9.24
2017,March,12,4,8.91
2017,March,12,5,8.47
2017,March,12,6,8.2
2017,March,12,7,7.99
2017,March,12,8,7.95
2017,March,12,9,8.75
2017,March,12,10,9.37
2017,March,12,11,9.12
2017,March,12,12,8.82
2017,March,12,13,8.71
2017,March,12,14,8.53
2017,March,12,15,8.25
2017,March,12,16,8.5
2017,March,12,17,8.78
2017,March,12,18,7.73
2017,March,12,19,7.06
2017,March,12,20,6.4
2017,March,12,21,5.92
2017,March,12,22,5.69
2017,March,12,23,5.49
2017,March,13,0,5.13
2017,March,13,1,5.05
2017,March,13,2,5.35
2017,March,13,3,5.15
2017,March,13,4,4.32
2017,March,13,5,4.81
2017,March,13,6,5.69
2017,March,13,7,6.69
2017,March,13,8,6.48
2017,March,13,9,7.05
2017,March,13,10,7.67
2017,March,13,11,8.38
2017,March,13,12,8.92
2017,March,13,13,9.54
2017,March,13,14,9.29
2017,March,13,15,9.32
2017,March,13,16,9.26
2017,March,13,17,9.06
2017,March,13,18,8.95
2017,March,13,19,9.01
2017,March,13,20,9
2017,March,13,21,8.97
2017,March,13,22,8.88
2017,March,13,23,9.25
2017,March,14,0,9.28
2017,March,14,1,9.36
2017,March,14,2,9.63
2017,March,14,3,9.65
2017,March,14,4,9.93
2017,March,14,5,9.9
2017,March,14,6,9.95
2017,March,14,7,10.09
2017,March,14,8,10.01
2017,March,14,9,9.93
2017,March,14,10,9.92
2017,March,14,11,10.26
2017,March,14,12,10.14
2017,March,14,13,10.61
2017,March,14,14,11.13
2017,March,14,15,10.6
2017,March,14,16,10.55
2017,March,14,17,10.13
2017,March,14,18,9.25
2017,March,14,19,8.76
2017,March,14,20,8.61
2017,March,14,21,8.1
2017,March,14,22,7.98
