Year,Month,Day,Hour,air_temp
2017,April,21,22,7.77
2017,April,21,23,6.87
2017,April,22,0,6.26
2017,April,22,1,4.97
2017,April,22,2,5.02
2017,April,22,3,4.39
2017,April,22,4,3.77
2017,April,22,5,3.47
2017,April,22,6,4.37
2017,April,22,7,6.37
2017,April,22,8,7.46
2017,April,22,9,8.39
2017,April,22,10,8.85
2017,April,22,11,9.63
2017,April,22,12,10.3
2017,April,22,13,10.38
2017,April,22,14,10.55
2017,April,22,15,10.61
2017,April,22,16,10.07
2017,April,22,17,9.92
2017,April,22,18,9.18
2017,April,22,19,7.87
2017,April,22,20,6.72
2017,April,22,21,6.1
2017,April,22,22,6.42
2017,April,22,23,5.42
2017,April,23,0,4.48
2017,April,23,1,4.51
2017,April,23,2,4.6
2017,April,23,3,4.29
2017,April,23,4,4.06
2017,April,23,5,3.88
2017,April,23,6,4.57
2017,April,23,7,6.3
2017,April,23,8,7.49
2017,April,23,9,8.47
2017,April,23,10,9.39
2017,April,23,11,9.25
2017,April,23,12,9.49
2017,April,23,13,9.6
2017,April,23,14,9.69
2017,April,23,15,9.45
2017,April,23,16,9.51
2017,April,23,17,9.2
2017,April,23,18,8.51
2017,April,23,19,8.26
2017,April,23,20,8.39
2017,April,23,21,8.35
2017,April,23,22,8.69
2017,April,23,23,8.69
2017,April,24,0,8.65
2017,April,24,1,8.83
2017,April,24,2,8.97
2017,April,24,3,8.84
2017,April,24,4,8.74
2017,April,24,5,8.35
2017,April,24,6,8.58
2017,April,24,7,8.77
2017,April,24,8,8.52
2017,April,24,9,9.45
2017,April,24,10,9.89
2017,April,24,11,9.96
2017,April,24,12,9.09
2017,April,24,13,9.09
2017,April,24,14,8.89
2017,April,24,15,8.42
2017,April,24,16,7.88
2017,April,24,17,6.74
2017,April,24,18,5.69
2017,April,24,19,3.47
2017,April,24,20,1.02
2017,April,24,21,2.79
2017,April,24,22,3.02
2017,April,24,23,2.31
2017,April,25,0,1.31
2017,April,25,1,1.29
2017,April,25,2,0.07
2017,April,25,3,0.2
2017,April,25,4,0.16
2017,April,25,5,-0.02
2017,April,25,6,1.35
2017,April,25,7,3.46
2017,April,25,8,5.08
2017,April,25,9,6.23
2017,April,25,10,6.32
2017,April,25,11,6.57
2017,April,25,12,7.23
2017,April,25,13,6.9
2017,April,25,14,8.05
2017,April,25,15,6.84
2017,April,25,16,6.92
2017,April,25,17,7.58
2017,April,25,18,5.32
2017,April,25,19,4.25
2017,April,25,20,3.53
2017,April,25,21,3.29
2017,April,25,22,3.05
2017,April,25,23,3.01
2017,April,26,0,2.69
2017,April,26,1,1.88
2017,April,26,2,1.79
2017,April,26,3,1.49
2017,April,26,4,0.76
2017,April,26,5,1.08
2017,April,26,6,2.41
2017,April,26,7,3.63
2017,April,26,8,4.71
2017,April,26,9,5.87
2017,April,26,10,6.81
2017,April,26,11,6.91
2017,April,26,12,7.41
2017,April,26,13,8.1
2017,April,26,14,8.46
2017,April,26,15,9.14
2017,April,26,16,9.15
2017,April,26,17,8.18
2017,April,26,18,7.72
2017,April,26,19,6.53
2017,April,26,20,6.19
2017,April,26,21,6.31
2017,April,26,22,5.6
2017,April,26,23,4.53
2017,April,27,0,4.05
2017,April,27,1,3.15
2017,April,27,2,3.61
2017,April,27,3,4.21
2017,April,27,4,4.73
2017,April,27,5,5.57
2017,April,27,6,6.86
2017,April,27,7,7.04
2017,April,27,8,7.14
2017,April,27,9,8.12
2017,April,27,10,8.47
2017,April,27,11,8.8
2017,April,27,12,9.2
2017,April,27,13,10.18
2017,April,27,14,10.61
2017,April,27,15,10.11
2017,April,27,16,11.16
2017,April,27,17,11.35
2017,April,27,18,11.24
2017,April,27,19,9.8
2017,April,27,20,9.24
2017,April,27,21,8.85
2017,April,27,22,8.86
2017,April,27,23,8.4
2017,April,28,0,7.12
2017,April,28,1,6.34
2017,April,28,2,5.32
2017,April,28,3,4.49
2017,April,28,4,4.72
2017,April,28,5,5.9
2017,April,28,6,6.22
2017,April,28,7,7.15
2017,April,28,8,8.39
2017,April,28,9,9.34
2017,April,28,10,9.76
2017,April,28,11,10.23
2017,April,28,12,10.86
2017,April,28,13,10.36
2017,April,28,14,9.73
2017,April,28,15,10.08
2017,April,28,16,9.54
2017,April,28,17,9.01
2017,April,28,18,8.68
2017,April,28,19,8.37
2017,April,28,20,7.99
2017,April,28,21,7.74
2017,April,28,22,7.46
2017,April,28,23,7.2
2017,April,29,0,7.06
2017,April,29,1,6.98
2017,April,29,2,6.86
2017,April,29,3,7
2017,April,29,4,6.88
2017,April,29,5,6.9
2017,April,29,6,7.61
2017,April,29,7,8.3
2017,April,29,8,9.17
2017,April,29,9,9.98
2017,April,29,10,10.75
2017,April,29,11,11.52
2017,April,29,12,12.17
2017,April,29,13,12.22
2017,April,29,14,12.46
2017,April,29,15,12.15
2017,April,29,16,11.79
2017,April,29,17,11.22
2017,April,29,18,10.77
2017,April,29,19,10.4
2017,April,29,20,10.48
2017,April,29,21,10.38
2017,April,29,22,9.69
2017,April,29,23,8.75
2017,April,30,0,8.74
2017,April,30,1,8.65
2017,April,30,2,8.81
2017,April,30,3,8.8
2017,April,30,4,8.43
2017,April,30,5,7.99
2017,April,30,6,8.23
2017,April,30,7,8.74
2017,April,30,8,9.78
2017,April,30,9,10.78
2017,April,30,10,12.18
2017,April,30,11,13.14
2017,April,30,12,13.57
2017,April,30,13,14.02
2017,April,30,14,13.66
2017,April,30,15,13.66
2017,April,30,16,13.28
2017,April,30,17,12.19
2017,April,30,18,11.56
2017,April,30,19,11.1
2017,April,30,20,11.24
2017,April,30,21,10.96
2017,April,30,22,10.98
2017,April,30,23,10.72
2017,May,1,0,10.82
2017,May,1,1,10.66
2017,May,1,2,10.39
2017,May,1,3,10.58
2017,May,1,4,10.21
2017,May,1,5,10.72
2017,May,1,6,10.43
2017,May,1,7,10.86
2017,May,1,8,12.15
2017,May,1,9,13.34
2017,May,1,10,15.1
2017,May,1,11,16.64
2017,May,1,12,15.87
2017,May,1,13,13.39
2017,May,1,14,13.79
2017,May,1,15,15.39
2017,May,1,16,14.57
2017,May,1,17,15
2017,May,1,18,13.58
2017,May,1,19,11.77
2017,May,1,20,10.3
2017,May,1,21,9.18
2017,May,1,22,7.94
2017,May,1,23,7.23
2017,May,2,0,6.61
2017,May,2,1,6.84
2017,May,2,2,6.63
2017,May,2,3,5.61
2017,May,2,4,7.12
2017,May,2,5,7.61
2017,May,2,6,8.91
2017,May,2,7,10.81
2017,May,2,8,11.75
2017,May,2,9,12.93
2017,May,2,10,13.81
2017,May,2,11,13.37
2017,May,2,12,15.05
2017,May,2,13,15.61
2017,May,2,14,15.53
2017,May,2,15,16.07
2017,May,2,16,15.5
2017,May,2,17,13.92
2017,May,2,18,11.66
2017,May,2,19,10.19
2017,May,2,20,8.67
2017,May,2,21,8.14
2017,May,2,22,7.56
2017,May,2,23,7.32
2017,May,3,0,6.85
2017,May,3,1,5.97
2017,May,3,2,5.42
2017,May,3,3,5.63
2017,May,3,4,4.84
2017,May,3,5,4.95
2017,May,3,6,6.42
2017,May,3,7,8.01
2017,May,3,8,10.76
2017,May,3,9,13.14
2017,May,3,10,14.41
2017,May,3,11,15.3
2017,May,3,12,15.69
2017,May,3,13,15.64
2017,May,3,14,15.22
2017,May,3,15,14.67
2017,May,3,16,14.17
2017,May,3,17,13.35
2017,May,3,18,11.83
2017,May,3,19,10.25
2017,May,3,20,9.12
2017,May,3,21,8.27
2017,May,3,22,8.08
2017,May,3,23,8.3
2017,May,4,0,8.06
2017,May,4,1,7.45
2017,May,4,2,7.87
2017,May,4,3,7.46
2017,May,4,4,7.2
2017,May,4,5,7.09
2017,May,4,6,8.49
2017,May,4,7,11.43
2017,May,4,8,13.48
2017,May,4,9,14.23
2017,May,4,10,15.15
2017,May,4,11,15.41
2017,May,4,12,15.97
2017,May,4,13,15.94
2017,May,4,14,15.68
2017,May,4,15,14.91
2017,May,4,16,13.86
2017,May,4,17,12.31
2017,May,4,18,10.9
2017,May,4,19,9.07
2017,May,4,20,7.66
2017,May,4,21,7.21
2017,May,4,22,6.79
2017,May,4,23,6.27
2017,May,5,0,5.86
2017,May,5,1,4.95
2017,May,5,2,4.61
2017,May,5,3,4.72
2017,May,5,4,5.43
2017,May,5,5,5.73
2017,May,5,6,7.23
2017,May,5,7,9.04
2017,May,5,8,11.07
2017,May,5,9,12.44
2017,May,5,10,13.47
2017,May,5,11,14.27
2017,May,5,12,15.01
2017,May,5,13,15.45
2017,May,5,14,15.69
2017,May,5,15,15.29
2017,May,5,16,14.76
2017,May,5,17,13.68
2017,May,5,18,12.3
2017,May,5,19,10.24
2017,May,5,20,8.05
2017,May,5,21,7.82
2017,May,5,22,7.36
2017,May,5,23,6.84
2017,May,6,0,6.43
2017,May,6,1,5.38
2017,May,6,2,5.79
2017,May,6,3,5.31
2017,May,6,4,5.58
2017,May,6,5,6.42
2017,May,6,6,7.77
2017,May,6,7,9.63
2017,May,6,8,10.55
2017,May,6,9,11.87
2017,May,6,10,12.06
2017,May,6,11,11.91
2017,May,6,12,13.23
2017,May,6,13,12.3
2017,May,6,14,12.33
2017,May,6,15,13.03
2017,May,6,16,12.49
2017,May,6,17,11.41
2017,May,6,18,11.04
2017,May,6,19,10.82
2017,May,6,20,10.23
2017,May,6,21,8.23
2017,May,6,22,7.14
2017,May,6,23,6.34
2017,May,7,0,5.53
2017,May,7,1,5.4
2017,May,7,2,5.37
2017,May,7,3,6.18
2017,May,7,4,7.71
2017,May,7,5,7.8
2017,May,7,6,8.29
2017,May,7,7,9.91
2017,May,7,8,11.14
2017,May,7,9,12.59
2017,May,7,10,13.81
2017,May,7,11,14.91
2017,May,7,12,15.93
2017,May,7,13,16.61
2017,May,7,14,16.7
2017,May,7,15,16.21
2017,May,7,16,14.71
2017,May,7,17,13.61
2017,May,7,18,12.63
2017,May,7,19,11.22
2017,May,7,20,9.02
2017,May,7,21,6.97
2017,May,7,22,5.98
2017,May,7,23,5.06
2017,May,8,0,4.88
2017,May,8,1,4.13
2017,May,8,2,3.99
2017,May,8,3,3.29
2017,May,8,4,3.43
2017,May,8,5,4.38
2017,May,8,6,6.22
2017,May,8,7,7.72
2017,May,8,8,8.86
2017,May,8,9,10.2
2017,May,8,10,11.12
2017,May,8,11,11.9
2017,May,8,12,12.43
2017,May,8,13,13.35
2017,May,8,14,13.54
2017,May,8,15,13.68
2017,May,8,16,13.13
2017,May,8,17,12
2017,May,8,18,10.48
2017,May,8,19,8.41
2017,May,8,20,6.2
2017,May,8,21,5.23
2017,May,8,22,4.9
2017,May,8,23,4.79
2017,May,9,0,4.06
2017,May,9,1,4
2017,May,9,2,2.88
2017,May,9,3,2.42
2017,May,9,4,2.4
2017,May,9,5,3.43
2017,May,9,6,5.25
2017,May,9,7,6.6
2017,May,9,8,7.04
2017,May,9,9,7.94
2017,May,9,10,9.46
2017,May,9,11,9.98
2017,May,9,12,9.9
2017,May,9,13,11.07
2017,May,9,14,10.57
2017,May,9,15,10.84
2017,May,9,16,10.92
2017,May,9,17,10.68
2017,May,9,18,10.63
2017,May,9,19,9.82
2017,May,9,20,7.63
2017,May,9,21,6.85
2017,May,9,22,6.07
2017,May,9,23,5.74
2017,May,10,0,4.85
2017,May,10,1,4.59
2017,May,10,2,4.99
2017,May,10,3,4.47
2017,May,10,4,4.6
2017,May,10,5,5
2017,May,10,6,6.57
2017,May,10,7,8.4
2017,May,10,8,10.06
2017,May,10,9,10.87
2017,May,10,10,12.23
2017,May,10,11,13.09
2017,May,10,12,13.59
2017,May,10,13,13.98
2017,May,10,14,14.18
2017,May,10,15,14.37
2017,May,10,16,14.39
2017,May,10,17,14.47
2017,May,10,18,14.34
2017,May,10,19,13.11
2017,May,10,20,10.18
2017,May,10,21,9.28
2017,May,10,22,8.75
2017,May,10,23,9.39
2017,May,11,0,8.46
2017,May,11,1,8.07
2017,May,11,2,8.15
2017,May,11,3,8.31
2017,May,11,4,7.97
2017,May,11,5,8.47
2017,May,11,6,10.52
2017,May,11,7,12.19
2017,May,11,8,13.26
2017,May,11,9,14.52
2017,May,11,10,15.97
2017,May,11,11,16.96
2017,May,11,12,17.9
2017,May,11,13,18.45
2017,May,11,14,18.76
2017,May,11,15,18.84
2017,May,11,16,17.99
2017,May,11,17,16.99
2017,May,11,18,15.48
2017,May,11,19,14.05
2017,May,11,20,12.52
2017,May,11,21,11.42
2017,May,11,22,11.13
2017,May,11,23,11.13
2017,May,12,0,10.86
2017,May,12,1,10.94
2017,May,12,2,11.29
2017,May,12,3,11.11
2017,May,12,4,11.49
2017,May,12,5,11.48
2017,May,12,6,12.61
2017,May,12,7,14.44
2017,May,12,8,15.84
2017,May,12,9,16.06
2017,May,12,10,14.44
2017,May,12,11,12.58
2017,May,12,12,12.33
2017,May,12,13,12.25
2017,May,12,14,12.37
2017,May,12,15,12.51
2017,May,12,16,12.87
2017,May,12,17,13.11
2017,May,12,18,13.17
2017,May,12,19,12.65
2017,May,12,20,12.72
2017,May,12,21,12.7
2017,May,12,22,12.65
2017,May,12,23,12.16
2017,May,13,0,12.19
2017,May,13,1,12.3
2017,May,13,2,11.86
2017,May,13,3,11.83
2017,May,13,4,11.64
2017,May,13,5,11.59
2017,May,13,6,10.54
2017,May,13,7,10.23
2017,May,13,8,10.48
2017,May,13,9,11.05
2017,May,13,10,11.89
2017,May,13,11,12.34
2017,May,13,12,13.5
2017,May,13,13,14.47
2017,May,13,14,15.02
2017,May,13,15,15.28
2017,May,13,16,15.29
2017,May,13,17,15.03
2017,May,13,18,14.46
2017,May,13,19,13.18
2017,May,13,20,13.1
2017,May,13,21,13.17
2017,May,13,22,13.57
2017,May,13,23,12.06
2017,May,14,0,11.38
2017,May,14,1,11.38
2017,May,14,2,10.92
2017,May,14,3,10.36
2017,May,14,4,10.17
2017,May,14,5,10.09
2017,May,14,6,10.53
2017,May,14,7,10.92
2017,May,14,8,11.33
2017,May,14,9,11.69
2017,May,14,10,12
2017,May,14,11,12.98
2017,May,14,12,13.5
2017,May,14,13,13.67
2017,May,14,14,13.62
2017,May,14,15,14.06
2017,May,14,16,14.38
2017,May,14,17,14.28
2017,May,14,18,13.41
2017,May,14,19,12.27
2017,May,14,20,10.88
2017,May,14,21,9.88
2017,May,14,22,10.04
2017,May,14,23,9.66
2017,May,15,0,9.4
2017,May,15,1,10.59
2017,May,15,2,10.72
2017,May,15,3,11
2017,May,15,4,11.19
2017,May,15,5,10.15
2017,May,15,6,9.9
2017,May,15,7,10.2
2017,May,15,8,10.63
2017,May,15,9,11.38
2017,May,15,10,12.55
2017,May,15,11,13.42
2017,May,15,12,14.26
2017,May,15,13,14.61
2017,May,15,14,14.83
2017,May,15,15,14.96
2017,May,15,16,15.04
2017,May,15,17,15.35
2017,May,15,18,15.43
2017,May,15,19,15.32
2017,May,15,20,15.09
2017,May,15,21,14.99
2017,May,15,22,14.79
2017,May,15,23,14.69
2017,May,16,0,14.78
2017,May,16,1,14.67
2017,May,16,2,14.61
2017,May,16,3,14.69
2017,May,16,4,14.89
2017,May,16,5,14.99
2017,May,16,6,15.08
2017,May,16,7,14.93
2017,May,16,8,14.44
2017,May,16,9,14.55
2017,May,16,10,15.3
2017,May,16,11,16.19
2017,May,16,12,16.37
2017,May,16,13,15.17
2017,May,16,14,15.5
2017,May,16,15,15.8
2017,May,16,16,15.85
2017,May,16,17,15.58
2017,May,16,18,14.97
2017,May,16,19,13.77
2017,May,16,20,12.84
2017,May,16,21,12.05
2017,May,16,22,11.18
2017,May,16,23,10.65
2017,May,17,0,10.47
2017,May,17,1,10.48
2017,May,17,2,10.58
2017,May,17,3,10.32
2017,May,17,4,10.12
2017,May,17,5,10.61
2017,May,17,6,11.45
2017,May,17,7,12.26
2017,May,17,8,12.8
2017,May,17,9,12.73
2017,May,17,10,12.72
2017,May,17,11,12.28
2017,May,17,12,11.54
2017,May,17,13,11.24
2017,May,17,14,11.28
2017,May,17,15,11.33
2017,May,17,16,11.44
2017,May,17,17,11.78
2017,May,17,18,11.94
2017,May,17,19,11.42
2017,May,17,20,9.9
2017,May,17,21,8.9
2017,May,17,22,8.02
2017,May,17,23,7.48
2017,May,18,0,8.45
2017,May,18,1,9.15
2017,May,18,2,9.22
2017,May,18,3,9.08
2017,May,18,4,8.72
2017,May,18,5,8.61
2017,May,18,6,9.57
2017,May,18,7,10.92
2017,May,18,8,11.49
2017,May,18,9,11.74
2017,May,18,10,12.21
2017,May,18,11,12.59
2017,May,18,12,13.1
2017,May,18,13,13.34
2017,May,18,14,13.37
2017,May,18,15,13.14
2017,May,18,16,12.98
2017,May,18,17,12.31
2017,May,18,18,11.84
2017,May,18,19,11.36
2017,May,18,20,10.83
2017,May,18,21,10.09
2017,May,18,22,9.55
2017,May,18,23,8.9
2017,May,19,0,8.48
2017,May,19,1,8.27
2017,May,19,2,7.82
2017,May,19,3,7.82
2017,May,19,4,7.69
2017,May,19,5,7.89
2017,May,19,6,8.98
2017,May,19,7,10.11
2017,May,19,8,10.99
2017,May,19,9,11.36
2017,May,19,10,11.57
2017,May,19,11,12.12
2017,May,19,12,12.5
2017,May,19,13,12.9
2017,May,19,14,12.73
2017,May,19,15,12.2
2017,May,19,16,11.91
2017,May,19,17,11.63
2017,May,19,18,11.34
2017,May,19,19,10.92
2017,May,19,20,10.34
2017,May,19,21,9.85
2017,May,19,22,9.13
2017,May,19,23,8.85
2017,May,20,0,8.7
2017,May,20,1,8.45
2017,May,20,2,7.96
2017,May,20,3,7.91
2017,May,20,4,7.95
2017,May,20,5,8.38
2017,May,20,6,8.99
2017,May,20,7,9.73
2017,May,20,8,11.16
2017,May,20,9,12.57
2017,May,20,10,11.59
2017,May,20,11,10.71
2017,May,20,12,10.94
2017,May,20,13,11.07
2017,May,20,14,11.44
2017,May,20,15,12.23
2017,May,20,16,12.65
2017,May,20,17,12.64
2017,May,20,18,11.99
2017,May,20,19,11.53
2017,May,20,20,11.05
2017,May,20,21,10.37
2017,May,20,22,9.41
2017,May,20,23,9.51
2017,May,21,0,9.54
2017,May,21,1,9.68
2017,May,21,2,9.33
2017,May,21,3,9.16
2017,May,21,4,9.11
2017,May,21,5,9.36
2017,May,21,6,10.3
2017,May,21,7,10.62
2017,May,21,8,11.19
2017,May,21,9,11.26
2017,May,21,10,12.65
2017,May,21,11,14.17
2017,May,21,12,14.55
2017,May,21,13,14.87
2017,May,21,14,15.5
2017,May,21,15,15.8
2017,May,21,16,15.65
2017,May,21,17,15.74
2017,May,21,18,15.77
2017,May,21,19,14.8
2017,May,21,20,12.87
2017,May,21,21,12.27
2017,May,21,22,12.28
2017,May,21,23,12.35
2017,May,22,0,12.3
2017,May,22,1,12.4
2017,May,22,2,12.63
2017,May,22,3,12.39
2017,May,22,4,12.77
2017,May,22,5,12.77
2017,May,22,6,14.45
2017,May,22,7,15.66
2017,May,22,8,16.47
2017,May,22,9,16.87
2017,May,22,10,17.07
2017,May,22,11,18.21
2017,May,22,12,18.41
2017,May,22,13,19.46
2017,May,22,14,20.35
2017,May,22,15,19.37
2017,May,22,16,15.51
2017,May,22,17,14.89
2017,May,22,18,14.14
2017,May,22,19,14.1
2017,May,22,20,12.88
2017,May,22,21,12.64
2017,May,22,22,12.55
2017,May,22,23,12.41
2017,May,23,0,12.23
2017,May,23,1,11.87
2017,May,23,2,11.26
2017,May,23,3,11.3
2017,May,23,4,11.52
2017,May,23,5,11.88
2017,May,23,6,12.51
2017,May,23,7,13.04
2017,May,23,8,13.43
2017,May,23,9,14.24
2017,May,23,10,14.42
2017,May,23,11,14.95
2017,May,23,12,15.13
2017,May,23,13,15.38
2017,May,23,14,15.63
2017,May,23,15,15.59
2017,May,23,16,15.74
2017,May,23,17,15.58
2017,May,23,18,15.3
2017,May,23,19,14.83
2017,May,23,20,14.46
2017,May,23,21,14.43
2017,May,23,22,14.27
2017,May,23,23,14.17
2017,May,24,0,13.82
2017,May,24,1,13.45
2017,May,24,2,13.23
2017,May,24,3,13.15
2017,May,24,4,13.27
2017,May,24,5,13.54
2017,May,24,6,13.64
2017,May,24,7,14.02
2017,May,24,8,14.01
2017,May,24,9,13.84
2017,May,24,10,15.02
2017,May,24,11,15.49
2017,May,24,12,15.43
2017,May,24,13,15.55
2017,May,24,14,15.85
2017,May,24,15,16.02
2017,May,24,16,15.65
2017,May,24,17,15.48
2017,May,24,18,14.72
2017,May,24,19,14.53
2017,May,24,20,14.09
2017,May,24,21,13.74
2017,May,24,22,13.54
2017,May,24,23,13.56
2017,May,25,0,13.46
2017,May,25,1,12.95
2017,May,25,2,12.5
2017,May,25,3,11.26
2017,May,25,4,10.41
2017,May,25,5,10.75
2017,May,25,6,11.76
2017,May,25,7,13.57
2017,May,25,8,17.02
2017,May,25,9,19.99
2017,May,25,10,21.91
2017,May,25,11,23.15
2017,May,25,12,24.1
2017,May,25,13,24.53
2017,May,25,14,24.64
2017,May,25,15,24.87
2017,May,25,16,24.88
2017,May,25,17,25.08
2017,May,25,18,25.21
2017,May,25,19,23.71
2017,May,25,20,21.18
2017,May,25,21,18.83
2017,May,25,22,18.63
2017,May,25,23,18.76
2017,May,26,0,18.23
2017,May,26,1,18.14
2017,May,26,2,18.52
2017,May,26,3,16.87
2017,May,26,4,16.7
2017,May,26,5,17.8
2017,May,26,6,18.75
2017,May,26,7,19.85
2017,May,26,8,21.19
2017,May,26,9,22.18
2017,May,26,10,23.19
2017,May,26,11,23.85
2017,May,26,12,24.91
2017,May,26,13,25.37
2017,May,26,14,25.68
2017,May,26,15,25.67
2017,May,26,16,25.31
2017,May,26,17,24.93
2017,May,26,18,24.23
2017,May,26,19,22.42
2017,May,26,20,20.72
2017,May,26,21,19.31
2017,May,26,22,18.15
2017,May,26,23,17.6
2017,May,27,0,17.43
2017,May,27,1,17.56
2017,May,27,2,17.39
2017,May,27,3,16.57
2017,May,27,4,16.01
2017,May,27,5,17.17
2017,May,27,6,17.42
2017,May,27,7,19.18
2017,May,27,8,20.03
2017,May,27,9,20.33
2017,May,27,10,21.47
2017,May,27,11,24.01
2017,May,27,12,23.83
2017,May,27,13,22.03
2017,May,27,14,20.76
2017,May,27,15,18.97
2017,May,27,16,17.6
2017,May,27,17,15.7
2017,May,27,18,15.66
2017,May,27,19,14.7
2017,May,27,20,14.32
2017,May,27,21,13.55
2017,May,27,22,12.95
2017,May,27,23,12.91
2017,May,28,0,13.06
2017,May,28,1,12.83
2017,May,28,2,12.67
2017,May,28,3,12.37
2017,May,28,4,12.21
2017,May,28,5,12.28
2017,May,28,6,12.41
2017,May,28,7,12.32
2017,May,28,8,12.53
2017,May,28,9,12.69
2017,May,28,10,12.67
2017,May,28,11,12.95
2017,May,28,12,13.94
2017,May,28,13,13.93
2017,May,28,14,13.89
2017,May,28,15,14
2017,May,28,16,13.81
2017,May,28,17,14.06
2017,May,28,18,14.34
2017,May,28,19,13.59
2017,May,28,20,12.63
2017,May,28,21,12.23
2017,May,28,22,12.48
2017,May,28,23,14.04
2017,May,29,0,14.62
2017,May,29,1,14.17
2017,May,29,2,13.96
2017,May,29,3,13.44
2017,May,29,4,13.16
2017,May,29,5,13.61
2017,May,29,6,13.65
2017,May,29,7,13.28
2017,May,29,8,12.45
2017,May,29,9,12.4
2017,May,29,10,12.25
2017,May,29,11,12.56
2017,May,29,12,13.34
2017,May,29,13,13.88
2017,May,29,14,14.47
2017,May,29,15,14.31
2017,May,29,16,13.94
2017,May,29,17,14.08
2017,May,29,18,14.1
2017,May,29,19,14.27
2017,May,29,20,13.67
2017,May,29,21,13.6
2017,May,29,22,13.41
2017,May,29,23,13.68
2017,May,30,0,13.35
2017,May,30,1,12.87
2017,May,30,2,12.7
2017,May,30,3,12.75
2017,May,30,4,12.74
2017,May,30,5,12.8
2017,May,30,6,13.01
2017,May,30,7,13.37
2017,May,30,8,13.93
2017,May,30,9,14.02
2017,May,30,10,14.77
2017,May,30,11,15.03
2017,May,30,12,14.45
2017,May,30,13,14.79
2017,May,30,14,14.66
2017,May,30,15,13.82
2017,May,30,16,13.12
2017,May,30,17,13.22
2017,May,30,18,13.16
2017,May,30,19,13.59
2017,May,30,20,12.11
2017,May,30,21,10.96
2017,May,30,22,10.38
2017,May,30,23,10.1
2017,May,31,0,9.61
2017,May,31,1,8.96
2017,May,31,2,8.47
2017,May,31,3,8.36
2017,May,31,4,8.82
2017,May,31,5,8.58
2017,May,31,6,10.54
2017,May,31,7,12.27
2017,May,31,8,13.32
2017,May,31,9,14.25
2017,May,31,10,15.17
2017,May,31,11,15.81
2017,May,31,12,17.14
2017,May,31,13,18.03
2017,May,31,14,18.8
2017,May,31,15,19.49
2017,May,31,16,19.81
2017,May,31,17,19.15
2017,May,31,18,17.5
2017,May,31,19,16.2
2017,May,31,20,15.75
2017,May,31,21,15.42
2017,May,31,22,14.72
2017,May,31,23,14.64
