Year,Month,Day,Hour,concrete_temp
2017,January,3,17,6.13
2017,January,3,18,6.28
2017,January,3,19,6.36
2017,January,3,20,6.25
2017,January,3,21,6.4
2017,January,3,22,6.28
2017,January,3,23,6.22
2017,January,4,0,6.19
2017,January,4,1,6.28
2017,January,4,2,6.11
2017,January,4,3,5.73
2017,January,4,4,5.5
2017,January,4,5,4.85
2017,January,4,6,4.81
2017,January,4,7,4.11
2017,January,4,8,3.17
2017,January,4,9,4.37
2017,January,4,10,5.97
2017,January,4,11,7.92
2017,January,4,12,8.07
2017,January,4,13,7.31
2017,January,4,14,6.02
2017,January,4,15,2.96
2017,January,4,16,1.31
2017,January,4,17,0.31
2017,January,4,18,0.04
2017,January,4,19,-0.62
2017,January,4,20,-0.12
2017,January,4,21,0.18
2017,January,4,22,-1.24
2017,January,4,23,-1.87
2017,January,5,0,-2.19
2017,January,5,1,-2.24
2017,January,5,2,-1.51
2017,January,5,3,-1.23
2017,January,5,4,-2.04
2017,January,5,5,-2.78
2017,January,5,6,-2.83
2017,January,5,7,-2.82
2017,January,5,8,-2.93
2017,January,5,9,0.15
2017,January,5,10,4.58
2017,January,5,11,8.01
2017,January,5,12,9.13
2017,January,5,13,7.56
2017,January,5,14,5.25
2017,January,5,15,2.58
2017,January,5,16,0.76
2017,January,5,17,0.64
2017,January,5,18,0.33
2017,January,5,19,0.46
2017,January,5,20,1.27
2017,January,5,21,1.92
2017,January,5,22,2.38
2017,January,5,23,2.61
2017,January,6,0,2.86
2017,January,6,1,3.08
2017,January,6,2,3.09
2017,January,6,3,3.13
2017,January,6,4,3.19
2017,January,6,5,3.37
2017,January,6,6,3.16
2017,January,6,7,3.23
2017,January,6,8,3.33
2017,January,6,9,3.57
2017,January,6,10,3.84
2017,January,6,11,4.26
2017,January,6,12,4.67
2017,January,6,13,4.98
2017,January,6,14,5.31
2017,January,6,15,5.49
2017,January,6,16,5.66
2017,January,6,17,5.85
2017,January,6,18,6.15
2017,January,6,19,6.31
2017,January,6,20,6.34
2017,January,6,21,6.39
2017,January,6,22,6.5
2017,January,6,23,6.59
2017,January,7,0,6.63
2017,January,7,1,6.66
2017,January,7,2,6.64
2017,January,7,3,6.68
2017,January,7,4,6.73
2017,January,7,5,6.73
2017,January,7,6,6.78
2017,January,7,7,6.84
2017,January,7,8,6.82
2017,January,7,9,7.06
2017,January,7,10,7.64
2017,January,7,11,8.29
2017,January,7,12,8.45
2017,January,7,13,8.76
2017,January,7,14,8.56
2017,January,7,15,8.27
2017,January,7,16,7.93
2017,January,7,17,7.77
2017,January,7,18,7.71
2017,January,7,19,7.58
2017,January,7,20,7.61
2017,January,7,21,7.55
2017,January,7,22,7.29
2017,January,7,23,7.15
2017,January,8,0,6.97
2017,January,8,1,6.98
2017,January,8,2,6.62
2017,January,8,3,6.57
2017,January,8,4,6.81
2017,January,8,5,6.91
2017,January,8,6,7.1
2017,January,8,7,7.25
2017,January,8,8,7.4
2017,January,8,9,7.49
2017,January,8,10,7.99
2017,January,8,11,8.46
2017,January,8,12,9.01
2017,January,8,13,8.94
2017,January,8,14,8.59
2017,January,8,15,7.81
2017,January,8,16,7.48
2017,January,8,17,7.43
2017,January,8,18,7.4
2017,January,8,19,7.47
2017,January,8,20,7.57
2017,January,8,21,7.65
2017,January,8,22,7.76
2017,January,8,23,7.69
2017,January,9,0,7.27
2017,January,9,1,7.52
2017,January,9,2,7.59
2017,January,9,3,7.64
2017,January,9,4,7.83
2017,January,9,5,7.76
2017,January,9,6,7.71
2017,January,9,7,7.54
2017,January,9,8,7.43
2017,January,9,9,7.56
2017,January,9,10,6.96
2017,January,9,11,7
2017,January,9,12,7.89
2017,January,9,13,8.79
2017,January,9,14,7.92
2017,January,9,15,6.59
2017,January,9,16,5.69
2017,January,9,17,5.56
2017,January,9,18,5.68
2017,January,9,19,5.75
2017,January,9,20,5.46
2017,January,9,21,5.68
2017,January,9,22,5.69
2017,January,9,23,5.36
2017,January,10,0,5.59
2017,January,10,1,5.78
2017,January,10,2,5.71
2017,January,10,3,5.82
2017,January,10,4,5.98
2017,January,10,5,6
2017,January,10,6,6.07
2017,January,10,7,6.24
2017,January,10,8,6.3
2017,January,10,9,6.32
2017,January,10,10,6.52
2017,January,10,11,7.06
2017,January,10,12,7.68
2017,January,10,13,7.67
2017,January,10,14,7.54
2017,January,10,15,7.54
2017,January,10,16,7.44
2017,January,10,17,7.42
2017,January,10,18,7.23
2017,January,10,19,7.2
2017,January,10,20,7.04
2017,January,10,21,6.87
2017,January,10,22,7.37
2017,January,10,23,7.49
2017,January,11,0,7.9
2017,January,11,1,8.39
2017,January,11,2,8.46
2017,January,11,3,8.51
2017,January,11,4,7.62
2017,January,11,5,6.87
2017,January,11,6,6.64
2017,January,11,7,5.72
2017,January,11,8,5.52
2017,January,11,9,6.36
2017,January,11,10,6.62
2017,January,11,11,6.78
2017,January,11,12,6.83
2017,January,11,13,6.35
2017,January,11,14,6.28
2017,January,11,15,5.97
2017,January,11,16,5.02
2017,January,11,17,4.58
2017,January,11,18,5.17
2017,January,11,19,4.94
2017,January,11,20,4.85
2017,January,11,21,4.91
2017,January,11,22,4.72
2017,January,11,23,4.69
2017,January,12,0,4.82
2017,January,12,1,4.21
2017,January,12,2,4.53
2017,January,12,3,4.45
2017,January,12,4,4.63
2017,January,12,5,4.37
2017,January,12,6,4.17
2017,January,12,7,4.24
2017,January,12,8,3.63
2017,January,12,9,3.25
2017,January,12,10,2.95
2017,January,12,11,3.34
2017,January,12,12,3.9
2017,January,12,13,3.42
2017,January,12,14,3.67
2017,January,12,15,3.15
2017,January,12,16,2.07
2017,January,12,17,1.24
2017,January,12,18,0.91
2017,January,12,19,0.57
2017,January,12,20,0.79
2017,January,12,21,0.15
2017,January,12,22,0.32
2017,January,12,23,0.39
2017,January,13,0,-0.18
2017,January,13,1,-0.13
2017,January,13,2,0.14
2017,January,13,3,0.24
2017,January,13,4,0.7
2017,January,13,5,1.17
2017,January,13,6,0.86
2017,January,13,7,1.73
2017,January,13,8,1.61
2017,January,13,9,3.6
2017,January,13,10,4.89
2017,January,13,11,6.7
2017,January,13,12,7.46
2017,January,13,13,6.13
2017,January,13,14,4.6
2017,January,13,15,4.1
2017,January,13,16,2.22
2017,January,13,17,1.55
2017,January,13,18,0.55
2017,January,13,19,-0.19
2017,January,13,20,-0.35
2017,January,13,21,-0.22
2017,January,13,22,-0.95
2017,January,13,23,0.29
2017,January,14,0,1.6
2017,January,14,1,2.07
2017,January,14,2,2.38
2017,January,14,3,2.3
2017,January,14,4,2.09
2017,January,14,5,2.69
2017,January,14,6,3.06
2017,January,14,7,3.34
2017,January,14,8,3.38
2017,January,14,9,2.93
2017,January,14,10,4.93
2017,January,14,11,7.97
2017,January,14,12,7.66
2017,January,14,13,5.87
2017,January,14,14,5.43
2017,January,14,15,4.6
2017,January,14,16,3.84
2017,January,14,17,3.52
2017,January,14,18,2.37
2017,January,14,19,2.43
2017,January,14,20,2.71
2017,January,14,21,2.82
2017,January,14,22,3.15
2017,January,14,23,3.39
2017,January,15,0,3.77
2017,January,15,1,4.05
2017,January,15,2,4.37
2017,January,15,3,4.66
2017,January,15,4,5.14
2017,January,15,5,5.51
2017,January,15,6,5.83
2017,January,15,7,6.11
2017,January,15,8,6.49
2017,January,15,9,6.89
2017,January,15,10,7.18
2017,January,15,11,7.48
2017,January,15,12,7.66
2017,January,15,13,8.04
2017,January,15,14,8.4
2017,January,15,15,8.11
2017,January,15,16,7.6
2017,January,15,17,7.28
2017,January,15,18,7.07
2017,January,15,19,6.81
2017,January,15,20,6.33
2017,January,15,21,5.83
2017,January,15,22,6.4
2017,January,15,23,6.52
2017,January,16,0,6.63
2017,January,16,1,6.77
2017,January,16,2,6.95
2017,January,16,3,7.02
2017,January,16,4,7.07
2017,January,16,5,7.25
2017,January,16,6,7.26
2017,January,16,7,7.27
2017,January,16,8,7.11
2017,January,16,9,7.37
2017,January,16,10,8.02
2017,January,16,11,9.43
2017,January,16,12,10
2017,January,16,13,10.72
2017,January,16,14,10.09
2017,January,16,15,9.36
2017,January,16,16,8.52
2017,January,16,17,8.01
2017,January,16,18,7.8
2017,January,16,19,7.63
2017,January,16,20,7.51
2017,January,16,21,7.31
2017,January,16,22,7.34
2017,January,16,23,7.31
2017,January,17,0,7.18
2017,January,17,1,7.06
2017,January,17,2,6.79
2017,January,17,3,6.57
2017,January,17,4,6.38
2017,January,17,5,6.64
2017,January,17,6,6.84
2017,January,17,7,6.93
2017,January,17,8,6.91
2017,January,17,9,6.99
2017,January,17,10,7.28
2017,January,17,11,7.7
2017,January,17,12,7.8
2017,January,17,13,7.79
2017,January,17,14,7.84
2017,January,17,15,7.76
2017,January,17,16,7.6
2017,January,17,17,7.49
2017,January,17,18,7.47
2017,January,17,19,7.45
2017,January,17,20,7.4
2017,January,17,21,7.35
2017,January,17,22,7.31
2017,January,17,23,7.26
2017,January,18,0,7.21
2017,January,18,1,7.16
2017,January,18,2,7.13
2017,January,18,3,7.1
2017,January,18,4,6.98
2017,January,18,5,6.83
2017,January,18,6,6.74
2017,January,18,7,6.68
2017,January,18,8,6.65
2017,January,18,9,6.83
2017,January,18,10,7.4
2017,January,18,11,8.26
2017,January,18,12,8.47
2017,January,18,13,7.77
2017,January,18,14,7.78
2017,January,18,15,7.64
2017,January,18,16,7.32
2017,January,18,17,7.08
2017,January,18,18,6.94
2017,January,18,19,6.89
2017,January,18,20,6.84
2017,January,18,21,6.73
2017,January,18,22,6.71
2017,January,18,23,6.77
2017,January,19,0,6.73
2017,January,19,1,6.72
2017,January,19,2,6.57
2017,January,19,3,6.46
2017,January,19,4,6.45
2017,January,19,5,6.44
2017,January,19,6,6.39
2017,January,19,7,6.38
2017,January,19,8,6.38
2017,January,19,9,6.57
2017,January,19,10,6.93
2017,January,19,11,7.25
2017,January,19,12,7.35
2017,January,19,13,7.37
2017,January,19,14,7.26
2017,January,19,15,6.96
2017,January,19,16,6.62
2017,January,19,17,6.43
2017,January,19,18,6.31
2017,January,19,19,6.26
2017,January,19,20,6.19
2017,January,19,21,6.09
2017,January,19,22,5.99
2017,January,19,23,5.86
2017,January,20,0,5.74
2017,January,20,1,5.54
2017,January,20,2,5.46
2017,January,20,3,5.37
2017,January,20,4,5.44
2017,January,20,5,5.45
2017,January,20,6,5.38
2017,January,20,7,5.33
2017,January,20,8,5.32
2017,January,20,9,5.49
2017,January,20,10,5.77
2017,January,20,11,7.42
2017,January,20,12,10.47
2017,January,20,13,9.73
2017,January,20,14,10.49
2017,January,20,15,6.77
2017,January,20,16,4.32
2017,January,20,17,3.25
2017,January,20,18,3.39
2017,January,20,19,3.01
2017,January,20,20,2.9
2017,January,20,21,2.76
2017,January,20,22,2.6
2017,January,20,23,2.7
2017,January,21,0,2.77
2017,January,21,1,2.61
2017,January,21,2,1.96
2017,January,21,3,1.69
2017,January,21,4,1.3
2017,January,21,5,1.23
2017,January,21,6,1.17
2017,January,21,7,1.31
2017,January,21,8,1.61
2017,January,21,9,3.49
2017,January,21,10,5.67
2017,January,21,11,8.07
2017,January,21,12,8.54
2017,January,21,13,6.36
2017,January,21,14,5.64
2017,January,21,15,5.1
2017,January,21,16,4.39
2017,January,21,17,2.89
2017,January,21,18,2.14
2017,January,21,19,2.94
2017,January,21,20,3.51
2017,January,21,21,3.34
2017,January,21,22,3.37
2017,January,21,23,3.39
2017,January,22,0,3.31
2017,January,22,1,3.08
2017,January,22,2,2.78
2017,January,22,3,2.61
2017,January,22,4,0.94
2017,January,22,5,1.01
2017,January,22,6,1.21
2017,January,22,7,0.33
2017,January,22,8,0.59
2017,January,22,9,1.24
2017,January,22,10,2.51
2017,January,22,11,4.08
2017,January,22,12,4.13
2017,January,22,13,5.53
2017,January,22,14,4.13
2017,January,22,15,3.48
2017,January,22,16,2.85
2017,January,22,17,1.83
2017,January,22,18,1.19
2017,January,22,19,1.15
2017,January,22,20,0.56
2017,January,22,21,1.2
2017,January,22,22,1.68
2017,January,22,23,1.8
2017,January,23,0,1.17
2017,January,23,1,-0.4
2017,January,23,2,-1.03
2017,January,23,3,-1.17
2017,January,23,4,-1.49
2017,January,23,5,-1.43
2017,January,23,6,-1.47
2017,January,23,7,-0.59
2017,January,23,8,-1.18
2017,January,23,9,1.34
2017,January,23,10,2.07
2017,January,23,11,4.65
2017,January,23,12,4.75
2017,January,23,13,4.02
2017,January,23,14,4.15
2017,January,23,15,4.19
2017,January,23,16,4.2
2017,January,23,17,3.98
2017,January,23,18,3.8
2017,January,23,19,2.92
2017,January,23,20,2.11
2017,January,23,21,1.62
2017,January,23,22,1.14
2017,January,23,23,1.15
2017,January,24,0,0.75
2017,January,24,1,0.82
2017,January,24,2,1.18
2017,January,24,3,1.94
2017,January,24,4,1.94
2017,January,24,5,2.07
2017,January,24,6,2.08
2017,January,24,7,3.23
2017,January,24,8,4.39
2017,January,24,9,4.99
2017,January,24,10,5.52
2017,January,24,11,5.94
2017,January,24,12,6.56
2017,January,24,13,6.98
2017,January,24,14,6.66
2017,January,24,15,6.24
2017,January,24,16,6.03
2017,January,24,17,6.01
2017,January,24,18,6.04
2017,January,24,19,6.11
2017,January,24,20,5.75
2017,January,24,21,6.11
2017,January,24,22,5.96
2017,January,24,23,6.31
2017,January,25,0,5.99
2017,January,25,1,6.04
2017,January,25,2,6.35
2017,January,25,3,6.21
2017,January,25,4,6.08
2017,January,25,5,5.92
2017,January,25,6,5.37
2017,January,25,7,4.85
2017,January,25,8,4.06
2017,January,25,9,6.47
2017,January,25,10,8.55
2017,January,25,11,10.52
2017,January,25,12,10.69
2017,January,25,13,10.37
2017,January,25,14,9.48
2017,January,25,15,7.37
2017,January,25,16,4.92
2017,January,25,17,3.89
2017,January,25,18,3.84
2017,January,25,19,3.67
2017,January,25,20,2.77
2017,January,25,21,2.17
2017,January,25,22,2.75
2017,January,25,23,2.52
2017,January,26,0,1.88
2017,January,26,1,1.29
2017,January,26,2,-0.17
2017,January,26,3,-0.68
2017,January,26,4,-0.6
2017,January,26,5,-0.62
2017,January,26,6,-0.57
2017,January,26,7,-0.85
2017,January,26,8,-1.35
2017,January,26,9,0.32
2017,January,26,10,1.84
2017,January,26,11,3.52
2017,January,26,12,1.69
2017,January,26,13,1.55
2017,January,26,14,0.94
2017,January,26,15,0.07
2017,January,26,16,-0.86
2017,January,26,17,-1.63
2017,January,26,18,-1.66
2017,January,26,19,-2.38
2017,January,26,20,-2.85
2017,January,26,21,-2.16
2017,January,26,22,-2.13
2017,January,26,23,-1.25
2017,January,27,0,-0.59
2017,January,27,1,-0.3
2017,January,27,2,-0.24
2017,January,27,3,-0.3
2017,January,27,4,0.41
2017,January,27,5,0.51
2017,January,27,6,-0.09
2017,January,27,7,-0.19
2017,January,27,8,-0.72
2017,January,27,9,1.57
2017,January,27,10,3.84
2017,January,27,11,2.64
2017,January,27,12,4.78
2017,January,27,13,6.54
2017,January,27,14,4.74
2017,January,27,15,2.74
2017,January,27,16,2.44
2017,January,27,17,2.7
2017,January,27,18,2.96
2017,January,27,19,3.34
2017,January,27,20,3.48
2017,January,27,21,3.39
2017,January,27,22,3.67
2017,January,27,23,3.33
2017,January,28,0,2.94
2017,January,28,1,3.18
2017,January,28,2,3.81
2017,January,28,3,3.66
2017,January,28,4,3.61
2017,January,28,5,4.08
2017,January,28,6,4.28
2017,January,28,7,4.8
2017,January,28,8,5.01
2017,January,28,9,5
2017,January,28,10,4.98
2017,January,28,11,4.88
2017,January,28,12,5.15
2017,January,28,13,5.15
2017,January,28,14,5.18
2017,January,28,15,5.26
2017,January,28,16,4.07
2017,January,28,17,1.86
2017,January,28,18,2.05
2017,January,28,19,1.74
2017,January,28,20,2.31
2017,January,28,21,2.54
2017,January,28,22,1.51
2017,January,28,23,0
2017,January,29,0,0.2
2017,January,29,1,0.95
2017,January,29,2,1.26
2017,January,29,3,1.05
2017,January,29,4,0.78
2017,January,29,5,1.42
2017,January,29,6,1.76
2017,January,29,7,1.87
2017,January,29,8,1.98
2017,January,29,9,4.23
2017,January,29,10,6.59
2017,January,29,11,8.48
2017,January,29,12,8.1
2017,January,29,13,8.24
2017,January,29,14,7.31
2017,January,29,15,5.36
2017,January,29,16,4.74
2017,January,29,17,4.58
2017,January,29,18,4.42
2017,January,29,19,4.6
2017,January,29,20,4.8
2017,January,29,21,4.47
2017,January,29,22,4.14
2017,January,29,23,4.11
2017,January,30,0,2.96
2017,January,30,1,1.39
2017,January,30,2,0.37
2017,January,30,3,2.12
2017,January,30,4,1.93
2017,January,30,5,2.06
2017,January,30,6,2.26
2017,January,30,7,2.57
2017,January,30,8,1.94
2017,January,30,9,5.71
2017,January,30,10,8.36
2017,January,30,11,6.92
2017,January,30,12,8.89
2017,January,30,13,7.43
2017,January,30,14,6.57
2017,January,30,15,6.18
2017,January,30,16,5.75
2017,January,30,17,5.61
2017,January,30,18,5.5
2017,January,30,19,5.69
2017,January,30,20,5.58
2017,January,30,21,5.46
2017,January,30,22,5.64
2017,January,30,23,6.24
2017,January,31,0,6.18
2017,January,31,1,6.01
2017,January,31,2,6.01
2017,January,31,3,5.24
2017,January,31,4,5.37
2017,January,31,5,5.82
2017,January,31,6,5.45
2017,January,31,7,5.74
2017,January,31,8,5.54
2017,January,31,9,5.54
2017,January,31,10,6.47
2017,January,31,11,7.18
2017,January,31,12,7.44
2017,January,31,13,8.46
2017,January,31,14,8.97
2017,January,31,15,8.92
2017,January,31,16,8.87
2017,January,31,17,8.87
2017,January,31,18,8.78
2017,January,31,19,8.5
2017,January,31,20,7.97
2017,January,31,21,7.82
2017,January,31,22,7.51
2017,January,31,23,6.94
2017,February,1,0,7.11
2017,February,1,1,7.32
2017,February,1,2,7.15
2017,February,1,3,7.3
2017,February,1,4,7.1
2017,February,1,5,7.33
2017,February,1,6,7.38
2017,February,1,7,7.77
2017,February,1,8,7.74
2017,February,1,9,8.18
2017,February,1,10,8.45
2017,February,1,11,11.48
2017,February,1,12,10.11
2017,February,1,13,10.64
2017,February,1,14,11.86
2017,February,1,15,10.66
2017,February,1,16,8.67
2017,February,1,17,8.46
2017,February,1,18,9.11
2017,February,1,19,9.24
2017,February,1,20,8.97
2017,February,1,21,8.7
2017,February,1,22,8.21
2017,February,1,23,7.38
2017,February,2,0,7.72
2017,February,2,1,8.4
2017,February,2,2,9.03
2017,February,2,3,9.48
2017,February,2,4,10.14
2017,February,2,5,10.43
2017,February,2,6,10.77
2017,February,2,7,10.18
2017,February,2,8,9.64
2017,February,2,9,9.49
2017,February,2,10,10.39
2017,February,2,11,10.75
2017,February,2,12,10.62
2017,February,2,13,10.75
2017,February,2,14,11.26
2017,February,2,15,11.19
2017,February,2,16,10.86
2017,February,2,17,10.69
2017,February,2,18,10.86
2017,February,2,19,10.72
2017,February,2,20,9.91
2017,February,2,21,10.14
2017,February,2,22,10.09
2017,February,2,23,9.93
2017,February,3,0,9.53
2017,February,3,1,8.69
2017,February,3,2,7.47
2017,February,3,3,7.25
2017,February,3,4,7.36
2017,February,3,5,6.98
2017,February,3,6,6.19
2017,February,3,7,5.66
2017,February,3,8,5.26
2017,February,3,9,7.76
2017,February,3,10,9.54
2017,February,3,11,10.46
2017,February,3,12,9.99
2017,February,3,13,9.3
2017,February,3,14,8.66
2017,February,3,15,7.59
2017,February,3,16,7.1
2017,February,3,17,6.66
2017,February,3,18,6.59
2017,February,3,19,6.92
2017,February,3,20,6.36
2017,February,3,21,6.16
2017,February,3,22,5.98
2017,February,3,23,4.35
2017,February,4,0,3.61
2017,February,4,1,3.78
2017,February,4,2,3.8
2017,February,4,3,3.38
2017,February,4,4,3.31
2017,February,4,5,2.74
2017,February,4,6,2.19
2017,February,4,7,2.2
2017,February,4,8,2.33
2017,February,4,9,2.98
2017,February,4,10,3.44
2017,February,4,11,5.46
2017,February,4,12,5.07
2017,February,4,13,10.59
2017,February,4,14,7.06
2017,February,4,15,6.74
2017,February,4,16,3.84
2017,February,4,17,2.85
2017,February,4,18,2.88
2017,February,4,19,3.1
2017,February,4,20,3.14
2017,February,4,21,3.09
2017,February,4,22,2.97
2017,February,4,23,3.09
2017,February,5,0,3.3
2017,February,5,1,2.64
2017,February,5,2,2.48
2017,February,5,3,2.85
2017,February,5,4,2.64
2017,February,5,5,2.89
2017,February,5,6,3.31
2017,February,5,7,3.48
2017,February,5,8,3.31
2017,February,5,9,3.84
2017,February,5,10,6.03
2017,February,5,11,8.67
2017,February,5,12,7.55
2017,February,5,13,7.19
2017,February,5,14,6.63
2017,February,5,15,5.07
2017,February,5,16,3.64
2017,February,5,17,1.53
2017,February,5,18,1.4
2017,February,5,19,1.45
2017,February,5,20,1.65
2017,February,5,21,1.95
2017,February,5,22,1.18
2017,February,5,23,1.46
2017,February,6,0,1.99
2017,February,6,1,1.08
2017,February,6,2,0.59
2017,February,6,3,0.79
2017,February,6,4,0.54
2017,February,6,5,1.08
2017,February,6,6,0.94
2017,February,6,7,0.22
2017,February,6,8,1.64
2017,February,6,9,3.66
2017,February,6,10,5.25
2017,February,6,11,5.69
2017,February,6,12,5.82
2017,February,6,13,6.15
2017,February,6,14,6.03
2017,February,6,15,5.44
2017,February,6,16,3.73
2017,February,6,17,2.71
2017,February,6,18,2.75
2017,February,6,19,2.91
2017,February,6,20,3.24
2017,February,6,21,3.56
2017,February,6,22,4.02
2017,February,6,23,4.39
2017,February,7,0,4.59
2017,February,7,1,4.77
2017,February,7,2,4.82
2017,February,7,3,4.47
2017,February,7,4,4.83
2017,February,7,5,4.91
2017,February,7,6,4.77
2017,February,7,7,5.57
2017,February,7,8,5.64
2017,February,7,9,6.04
2017,February,7,10,8.47
2017,February,7,11,11.81
2017,February,7,12,12.01
2017,February,7,13,11.74
2017,February,7,14,12.09
